stopword removal,score,Sentiment
force close aplikasi nyajadi intall ulang aplikasi membagongkan,1,Negatif
bagusss,5,Positif
membantu mudah dipakai semoga aman,5,Positif
aplikasi gak dibuka force close udah clear cache dll ttp gabisa yaudah instal ulang aplikasi nya eh gabisa verifikasi wajah verif aplikasi nya freeze gabisa pencet tolong evaluasi lg yaa aplikasi nya sayang dpt bintang pdhl aplikasi poluler,1,Negatif
mantap aplikasi livin,5,Positif
ga buka urgent transaksi,1,Negatif
aman nyaman,5,Positif
praktis memudahkan transaksi,5,Positif
gagal lemot ribet kapok,1,Negatif
aplikasi nya perbaiki kasihan orang yg kantor cabang haru bolak,1,Negatif
semoga nya request limit kk langsung dr aplikasi biar ga ribet isi data,5,Positif
ngasih ulasan bagus pakai aplikasi nya gak sesuai harapangak pake transaksi bayar bayar transfer gak udah minggukacau,1,Negatif
kenala aplikasinya muncul notifikasi share screen,1,Negatif
terima kasih livinby mandiri,5,Positif
gk masuk os tdk mendukung os android,1,Negatif
livinnya transaksi online gangguan terusadaaa aja rewelnyaaa,3,Positif
aplikasi yg bermanfaat,5,Positif
masak gak transaksi masukkan password nya suruh ubah pengaturan jam tanggal otomatis handphone udh otomatisklo maintenance infokan nasabah safety,2,Negatif
livin ko pindah hp yg yg pas masuk pilihan kart kartu mandiri debi mandiri pas klik malh logout brapa kali sya hapus download ttpbgak masuk ko jd elor gini livin tolong perbaiki,1,Negatif
minggu aplikasi g aksesapa yg samakira bgtu,5,Positif
masuk loading login pake wifi pake data seluler,4,Positif
hallo selamat pagisaya livin mandiri muncul dilayar hp sayasetiap buka buka play store salah penginstalannya terimakasih,5,Positif
buka livin gak jaringan bagus buka aplikasi lancar giliran buka livin gak,1,Negatif
mohon bantuan nya transver,4,Positif
transaksi pembayaran aplikasi gagal mohon perbaiki sistem eror,2,Negatif
mengalami susah buka aplikasi livin koneksi internet lancar ga buka aplikasi livin tolong dibantu lancar aplikasi,1,Negatif
gangguan gajelas,1,Negatif
saldo ilang bug gimana,1,Negatif
nyesal pengguna livin lika liku ngk,1,Negatif
gak duit kepotong gak keterangan udah potongan aja ilang duitnya gitu aja gak keteranganya aneh,1,Negatif
aplikasinya muncul cek saldo transfer rekening livin transfer rekening no rek salah tolong penjelasan nya terimakasih,5,Positif
bikin livin error,3,Positif
gimana aplikasi nya aja muncul permintaan proses hp denga sistem resmi pdhal hp resmi ngga ad solusi dri mandiri udh kirim email tetep ngga ad respon kecewa udah jatuh tempo bayar cicilan garaaplikasinya kek gini kena denda gila,1,Negatif
mines ni aplikasi mbanking gk transaksi gk bisaa,1,Negatif
livin kesini susah dibukapdahal paket data adatiap buka livin muter kya signalnya gak adagak dibuka,1,Negatif
topup dana gabisa nomor dana terdaftar,1,Negatif
komentarmu ga membantu separah tingkat bank mandiri,1,Negatif
udah ketemu simple topup dana giliran udah tau langsung gk rusak rusak udah diturutin tetep gk transaksi dikemanain duit gua persulit kesana kesini ampe ngabisin biaya admin dasar aplikasi korup,1,Negatif
aplikasi livin bermasalah ngga knp ngga buka,1,Negatif
masak setelan jam hp bener otomatis d suruh ngecek,1,Negatif
merubah nomor ponsel aktif ga login m bangking cabang terdekat suruh menunggu minggu minggu m bangking pakai kecewa butuhhh bangettt,1,Negatif
ga transaksi gak login udah update instal ulang udah tetep aja,1,Negatif
offline malammasa pemeliharaan malam,1,Negatif
malam akses,1,Negatif
mohon maaf livin yah kali pas kode otp sms langsung nampil layar hp perbaikan gak log in gimana hadeuh mohon bantu,5,Positif
gak menu login ponsel reset pabrik tibatiba mencatat nomor kartu mohon bantuannya min,3,Positif
login gangguan gimana mohon diperiksa salahnya dimana,2,Negatif
kendala pembayaran va liat ps update coba diupdate tetep perubahan coba reinstal pas pengisian data kirim otp diakhirnya sistem gangguan dah lihat review orang yg sebulan error,1,Negatif
aplikasi nya bagus cuman ui nya rubah biar gak bikin bingung,5,Positif
fitur bikin lemot,1,Negatif
love,5,Positif
karti jenis visaabis ganti kartu ganti gpnpas livin error gak transaksi,1,Negatif
pembayaran pertagas postpaid dihapus,1,Negatif
minggu livin gak dipakai permasalahan pengaturan jam pdahl uda dicoba tutorial email gak digubris menyusahkan,1,Negatif
pengguna livin susah banget transakasi transfer erorr mohon bantuannya benahi,3,Positif
macetlelet,4,Positif
aplikasi udah error sekelas bank mandiri mengatasi payah,1,Negatif
puas tp skrng klu tf susah sdh trnsfer,5,Positif
buka muncul halaman suruh rekening lagii padal mohon perbaiki karna sebentar gajian,1,Negatif
udah ngisi data lengkap terverifikasi udah login gak muncul data liat rekening aja bingung banget tolong udah nyoba ganti nomer hp,5,Positif
gak login device login susah pakai kartu debit topup,1,Negatif
aplikasi bug scan wajah gagal,2,Negatif
aplikasi,1,Negatif
mantap aman terkendali,5,Positif
tf gagal muncul pesan error harap setting jam otomatis settingan jam udah otomatis udah update aplikasi yg terbaruudah restart hp tetep aja gak tf,1,Negatif
akhirakhir loading buka apliksi,1,Negatif
bangke sekaliudah donlod hapus donlod hapusgbisa vrivikasi wajah parahhhhh,1,Negatif
mantap,5,Positif
heran saldo limit gak limit dipotong k biaya rekening k biaya saldo limit biaya kartu debit transparansinya dipotong dipotong kemarin cs mandiri tegal gak terkena biaya potongan limit saldo sisakan uang diatas k saldo ribu skrg dicut korupsi,1,Negatif
membantu ln daftar nomor ln pengalaman pakai livin nyaman,5,Positif
assalamualaikum aplikasi livin by mandiri nya mantapringat tdk masalh jaya dn sukses slalu livin by mandiri tbung mandirinya jugainsya alllh bantulh umat yg mbutuhknkaya sipnjam nyakartu kredit nya dn trimkasimantap,5,Positif
aplikasinya emang bapuk login,1,Negatif
livin banget loadingnya,3,Positif
daftar livin gak pas verifikasi tulisan perbaikan livin gitu,2,Negatif
udah maret gabisa aja busett,1,Negatif
sya sllu mengunakan livin,5,Positif
transaksi muncul atur jam otomatis,1,Negatif
mending ilangin deh jam sesuai sesuai ribet banget disitu mulu plis la,1,Negatif
aplikasi nya lemot berat,1,Negatif
buka bilang aplikasi terhenti capek transaksi install ulang ni aplikasi tolong dibenerin sistemnya,1,Negatif
berbulan memakai livinkarena eror pemgaturan awalpas verifikasi wajah gagal terussampai kantor cabang bankmandiri bantuuft livin mandiri coba download lagitapi verifikasi wajah,1,Negatif
pinjaman ksm nama unit gak akses,3,Positif
aplikasinya membantu transaksi aplikasinya error transfer uang nggak jam nya diatur otomatis aja error dimohon harap diperbaiki biar memudahkan transfer uang terima kasih,5,Positif
pembukaan rekening mudah cepat terima kasih bank mandiri,5,Positif
jelek buka suruh ganti password,1,Negatif
good very good,5,Positif
knpa bnyk bgt potongan nya livin smpk rbu perbulan,2,Negatif
abis update ga bs buka,1,Negatif
aplikasiy eror sayatolong perbaiki lgisupaya pengguna nyaman,1,Negatif
aplikasinya gkk login tertulis layanan tersedia login gmna,1,Negatif
eror masuk ga masak gjian udah gitu,1,Negatif
sya email macemsaya download ulangmash ajasering dri aplikasi nyaa,5,Positif
beli paket data livin jam masuk keterangan proses pembayaran berhasil,3,Positif
berusaha masuk nda bisaverifikasi otd terusx uninstalldownload bosan,1,Negatif
loading gak buka banget transaksi ee gak buka hadeehhh,3,Positif
gak abis transfer tuh ga iklan dibawah nya mencet bagikan kepencet iklan iklannya alhasil beralih kamera scan qris hilang bukti tf screenshot tolong perbaiki kesel nya gara gara menuh menuhin memori hp,2,Negatif
membantu tarik tunai,5,Positif
bank mandiri kalo aplikasi bangking profesional transfer suruh pengaturan tanggal tolong perbaiki sistem gak masuk akal,1,Negatif
aplikasi eror ngga,1,Negatif
mohon d bantu login nomor kartu debit krn kartu debit terblokir tau otomatis terhapus data akun mohon livin untk membantu kalo d bantu ntr rating,4,Positif
aplikasi burukstiap login sdh input smua dri nomor kartu smpai tgl lahir nomor hp ujungnya sdg maintenance pdhl sdah dri bbrpa bln d cobatpi msa iya maintenancenya smpai berbulanbulan,1,Negatif
mantap si promo ramadan promo ksm gak muncul fitur promo muncul,4,Positif
instal tp proses registrasi klik kartu kreditdebit lgsg stuck aplikasinya,5,Positif
mohon dibantu masuk livin karna diblokir sistem,3,Positif
aplikasinya ribet bngt,1,Negatif
selfi nya ampun susah bgt,1,Negatif
rewel transaksi cek pengaturan hp andaaa,1,Negatif
eror eror,1,Negatif
hatihati kena rpt karna staff bank mengatasinya sedih bgt,1,Negatif
transfer pemberitahuan ganti tanggal otamatis hp bawaan otomatis tolong benahi merepotkan,1,Negatif
aplikasi rusak iya nasabah gpn gold kena biaya administrasi sampe rb perbulan,1,Negatif
gimana inisudah semingguan aplikasi livin transaksi tolong diperbaiki,3,Positif
februari trouble kali transfer transaksi proses pelayanan penanganan buruk tlpn mandiri call,1,Negatif
d aplikasi tdak layanan cz kendala banknya kayak tdak niat kasi permudah nasabah login masuk,1,Negatif
aplikasi login kepotong uang nyaaa gimana inibisa gak uang kuu,1,Negatif
custumer servisnya susah hubungitelfon pulsa habis sibuk terusgimana komplain perbaikan custumer sibuk custumernyaiya kantor cabang aja gak gak custumer,1,Negatif
aplikasi livin bank mandiri bikin jengkel pemotong uangnya biaya administrasi kartu debit biaya saldo minimum kali pemotongan pikir pakai otak nasabah cari uangnya gak gampang mati banting tulang dapatkan uang bank aja potong saldo walupun nominal pemotongan kalo sampa kali gak belom pemotongan,1,Negatif
aplikasi log in ad keterangan hp mendukung aplikasi hp keluaran dihp teman yg keluaran sungguh menhermankan,2,Negatif
berkali kali berhari aplikasi error ntah nya aplikasi merepotkan,1,Negatif
udh diupgrade susah masukk pinnya salah pas daftar no rekening salah dikit sdngkan kartu digit,1,Negatif
aplikasi nipu akun terblokir sistem akses saldo nyangkut livin,2,Negatif
kak layanan bi fast nya gak dipilih biaya transfer bank nya jafi mahal sekalii,5,Positif
membantu lemot yalama bukanya mohon diperbaiki terima kasih,5,Positif
parah diemin kek binatang aplikasi transaksi susahnya ampun maintenance mah rutin kagak perubahan,1,Negatif
pelayanan buruk livin bisakatanya kesalahan sistemlngsung bank dah layani nunggu minggu pakai niew udah bisadari emg g suka pakai mandiri ribut pelayanan,1,Negatif
perbaikan mulu malam,1,Negatif
kendala masuk living,1,Negatif
pas daftar gadikasih kartu debitpas pin blokir ko pin kartu debitsaya cari kmana pin nyaorang kartu debit nya aja ga,2,Negatif
maintene gk ukuran ribet,1,Negatif
kecewariwayat transaksi terbaru yg hilangpadahal dana masuk dana keluarmakin update buruk,1,Negatif
mandiri bangke sdh saldo minimum nya k sdangkan saldo k kena potongan k perbulan memiliki kartu debit fisik lantas dasar dikenai biaya k saldo sdh pas k aja kenai biaya k dgn keterangan k admin k penalty saldo bwh minimum k bayar mandiri debit virtual kenai biaya k dg alasan saldo mencukupi hadeeuh dh gagal bayar x,1,Negatif
update mkin parah ngrim uang gagal truss,1,Negatif
saldo berkurangbarusan ilang kiya ktapi ribuan nasabah ambil k gimana lihat transaksi bayangin aja guysribuan nasabah customer yg curang ngambil k aja deh kitaapa gak kayak t makan t duit haram,1,Negatif
ga masuk uninstal coba login knapa verivikasinya ga,2,Negatif
ajah gangguan nya pas urgent nya,1,Negatif
akun livin aja susah bgtpas masukin kode otp loadingnya sampe ber jam jam gk kelar,1,Negatif
transer malem gagal tolong perbaiki,1,Negatif
aplikasinya dipake pagi siang pas malam susah dibuka puasa pake aplikanya,2,Negatif
top up e wallet saldo udah berkurang e wallet nya ga masuk,1,Negatif
ko buka livin ad tulisan msa perbaikan pdahal udak kotor bang mandiri ko ga bsa,3,Positif
aplikasi livin by mandiri kesini rewel hp vivo v,2,Negatif
kebiasaan jam malam maintenance jam subuh maintenance gak dipakek livinnya parah banget butuh transaksi urgent,1,Negatif
ni aplikasi banget pemeliharaan banget bank aplikasi nya gimana jualan fix ganti aplikasi,1,Negatif
semenjak update gk buka,3,Positif
aplikasi tolol update aja error transaksi aja susahnya ampun,1,Negatif
membuka aplikasi livin yg down load,5,Positif
gak transfer update setting berkalikali email alamat tertera terkendala sistem telfon nomer mandiri proses gak respon mengecewakan,1,Negatif
menerima kode verifikasi login akun livin mandiri karna nomor telepon hilang menerima kode verifikasi livin mandiri akun email,5,Positif
aplikasi transaksi bayar amsukkan pin gak udah bener setelan,2,Negatif
tolong banget admin crew aplikasi livin jm pagi knp gak bs tf bingung darurat please perbaiki donk,2,Negatif
aplikasi livin macet gk klik solusinya gimana mengecewakan,1,Negatif
bank sekelas bumn suka eror sistem nya males banget,1,Negatif
parah aplikasi nya iklan minjam giliran downloadtrus masukin data masuk data cari minjam nya gak mas aplikasi nabung iklan pijaman woiiimaaf uninstall aplikasi mah mending ajah danaatau ovo yg kalao hapus akun hapus data,2,Negatif
aplikasi bikin repot berulangkali verifikasi wajah kepentingan,1,Negatif
nggak buka,5,Positif
maaantaaaap livin mandiri,5,Positif
aplikasi ga tf ga suruh cek pengaturan tanggal n jam pdhal lho pakai,1,Negatif
gangguan transaksi nunggu jam hadehhh,1,Negatif
lemot bgst,1,Negatif
rewel,1,Negatif
gagal login sinyal internet hp simpati wifi jaringan seluler login tolong perbaiki menggangu kenyamanan,1,Negatif
gak log in,1,Negatif
jelek pelayanannyaselalu gangguan diatas jam malam subuhpercuma bumn,1,Negatif
tolong perbaharu buka livin mandiri yg hapuskami nomor hp imel data livin imel terhapus semuatolong permudah masuk mandiri mencari keuntungan namuntidak nyaman menyimpan,1,Negatif
memiliki akunkartu debit login karna verifikasi wajah saatn mengedipkan mata error mohon bantuannya install hp,1,Negatif
aplikasi rusakkk bug mulu,1,Negatif
bikin aplikasinya sesimpel praktis menarik kegunaannya diperbanyak,5,Positif
gan tolong bantuanya kartu debit susah bgt masuk aplikasi livin nya tolong bantuanya,4,Positif
aplikasi sejenis livin mahal menyisakan saldo minimal k biaya admin standar kedepannya nol saldo free biaya transfer aplikasi seabank livin penggunanya k saldo rekening berkurang bulannya pekerjaan pakai aplikasi,3,Positif
gak tf qris livin by mandiri,1,Negatif
pembaharuan sintem hp livin ga pake,1,Negatif
burukkkkkk,1,Negatif
tolong lupa sandi pasword gimna solusi nya daftar ulang gak masuk jugo gak gimna,5,Positif
aplikasi eror kemaren transaksi dpt lakukan,2,Negatif
transfer suruh pengaturan jam otomatis ponsel teruuuus pas transfer mesin pengguna livin mengalami tolong diperbaiki aplikasinya,1,Negatif
aplikasi bagus tampilannya dripada brimo eror gini dah gabisa transaksi apapun tolong diperbaiki kecewa banget kalo dah bener tambahin bintangnya,1,Negatif
cek livin dana tertahan cc nya gak tau sekelas bank solusi yg cepat memuaskan,1,Negatif
login,2,Negatif
knpa susah login aplikasi inipadahal berulang kali coba tetep gagal,3,Positif
berfungsi perangkat android oppo,3,Positif
kemudahan transfer anak,5,Positif
udah posing no req ga bayar va udah coba bank teler ga bantu aneh bilang ewalet limit aja teller ga bantu,1,Negatif
memuaskan hp android bank bank m banking tolong perbaikilah kawan kawan aplikasi livin hp kawan kawan mengikuti ram hp terimakasih,1,Negatif
tolong livin ga dibukadiupdate tp dibuka fitur verbagi layardicek aplikasinya mohon bantuannya,5,Positif
pin terblokirdan kartu mati memperbaiki nya tolong bantu,5,Positif
sdh normal lg tks byk,5,Positif
gimana si livin karna ganti hp gk pergunakan mendeteksi wajah eror tolong perbaharui,1,Negatif
pin livin blokir tau ambil kartu kredit kartu debit kerena semenjak livin mandiri lihat kartu tolong,5,Positif
update fitur ngelaggg,1,Negatif
aplikasi nge bug slow berikanlah gaji programmers,1,Negatif
mohon maaf sya tda transfer mohon bantuanya,5,Positif
living serring locck out,1,Negatif
ampas nie aplikasi transfer pembayaran qris cek pengaturan jam hp disesuaikan otomatis msh blm,1,Negatif
kartu mandiri udah daftar hp keriset pas log in gk krna gk info log in nya kartu debimandiri rekening mandiri log in,5,Positif
aplikasi rewel uda restart update tetep aja,1,Negatif
loginnya gmn gw ga kartu ga login,1,Negatif
gmna mandiri yg kk susah org buka mbanking tau kluar buka lg blum sampe tulisan login kluar lg gtu trs cba ininstal trs instal lg verif wajah ga gmna c duh suruh berkedip dh kedip sampe btas fto hbis ga gmna ni livin,1,Negatif
aplikasi nya ribet banget bikin puyeng kalo transfertop up udah gitu proses buka aplikasi halaman utama nya gabisa satset,2,Negatif
verifikasi wajah gagal status aplikasi izinkan kamera,2,Negatif
payah login susah kali,1,Negatif
bintang buka keterangan menghapus aplikasi ujungnya cari cari aplikasi yg dimagsud,3,Positif
cek saldo susah tampilan,2,Negatif
